User ID,Subscription Type,BASIC,STANDARD,,,,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
589,Standard,765,24,2,919,,15,4/8/2022,29-06-23,Spain,28,Male,Laptop,1 Month
590,Basic,765,24,2,919,,15,29-07-22,29-06-23,Italy,47,Male,Laptop,1 Month
591,Premium,764,23,2,956,,14,19-06-22,28-06-23,Spain,35,Female,Smart TV,1 Month
592,Basic,764,24,2,971,,15,9/6/2022,29-06-23,Spain,33,Male,Smartphone,1 Month
593,Standard,763,23,2,971,,11,6/6/2022,29-06-23,United States,41,Male,Smartphone,1 Month
594,Premium,763,24,2,971,,12,6/6/2022,30-06-23,Canada,38,Female,Smart TV,1 Month
595,Basic,763,24,2,983,,10,11/6/2022,28-06-23,United States,49,Male,Laptop,1 Month
596,Basic,762,23,2,1030,,14,18-06-22,28-06-23,United States,29,Female,Smart TV,1 Month
597,Basic,761,23,2,1001,,13,27-06-22,28-06-23,Canada,50,Male,Laptop,1 Month
598,Standard,760,22,2,1050,,12,5/7/2022,29-06-23,United Kingdom,29,Female,Tablet,1 Month
599,Premium,760,23,2,1021,,15,6/7/2022,27-06-23,Australia,44,Male,Smart TV,1 Month
600,Basic,760,23,2,1059,,14,16-06-22,29-06-23,Germany,36,Female,Smart TV,1 Month
601,Basic,759,22,2,1061,,14,5/6/2022,30-06-23,France,46,Female,Smart TV,1 Month
602,Premium,758,22,2,1043,,14,5/6/2022,29-06-23,Brazil,30,Male,Smartphone,1 Month
603,Standard,758,22,2,1043,,15,6/6/2022,27-06-23,Mexico,46,Female,Tablet,1 Month
604,Standard,758,23,2,1036,,15,7/6/2022,28-06-23,Spain,33,Male,Smartphone,1 Month
605,Basic,758,23,2,1064,,15,10/6/2022,29-06-23,Italy,46,Female,Tablet,1 Month
606,Premium,757,22,3,1048,,14,13-06-22,29-06-23,Spain,50,Male,Tablet,1 Month
607,Standard,757,23,3,1048,,14,14-06-22,27-06-23,Spain,27,Female,Smart TV,1 Month
608,Basic,757,23,3,1054,,12,22-06-22,28-06-23,United States,48,Female,Smart TV,1 Month
609,Standard,756,23,3,1040,,14,3/7/2022,29-06-23,Canada,50,Female,Smartphone,1 Month
610,Premium,756,23,2,1039,,13,5/7/2022,29-06-23,United States,28,Female,Tablet,1 Month
611,Basic,756,23,2,1011,,15,11/7/2022,28-06-23,United States,29,Female,Smartphone,1 Month
612,Premium,755,23,2,982,,11,17-07-22,27-06-23,Canada,36,Male,Smart TV,1 Month
613,Standard,755,24,2,1031,,12,27-07-22,28-06-23,United Kingdom,51,Male,Laptop,1 Month
614,Basic,755,25,2,1031,,15,14-08-22,28-06-23,Australia,51,Male,Smartphone,1 Month
615,Standard,754,24,2,1031,,13,15-08-22,27-06-23,Germany,43,Male,Smart TV,1 Month
616,Premium,754,24,2,1031,,14,2/9/2022,27-06-23,France,38,Female,Laptop,1 Month
617,Basic,754,25,2,993,,11,5/9/2022,28-06-23,Brazil,45,Female,Smartphone,1 Month
618,Standard,753,25,2,982,,10,6/9/2022,28-06-23,Mexico,28,Female,Smart TV,1 Month
619,Premium,753,25,2,1005,,11,6/9/2022,29-06-23,Spain,27,Male,Smartphone,1 Month
620,Basic,753,25,2,1005,,11,5/9/2022,27-06-23,Italy,41,Female,Smartphone,1 Month
621,Premium,752,24,2,991,,14,6/9/2022,29-06-23,Spain,49,Male,Smart TV,1 Month
622,Basic,752,25,2,991,,12,29-08-22,28-06-23,Spain,35,Male,Smartphone,1 Month
623,Standard,751,24,2,991,,13,30-08-22,28-06-23,United States,29,Female,Smart TV,1 Month
624,Standard,751,24,2,1009,,10,2/9/2022,30-06-23,Canada,42,Male,Smartphone,1 Month
625,Basic,751,25,1,1009,,15,20-09-22,28-06-23,United States,33,Male,Tablet,1 Month
626,Premium,750,24,1,1046,,10,23-09-22,30-06-23,United States,30,Male,Laptop,1 Month
627,Basic,750,24,1,1085,,11,29-09-22,29-06-23,Canada,43,Female,Smart TV,1 Month
628,Standard,749,24,1,1042,,10,9/10/2022,1/7/2023,United Kingdom,42,Male,Smartphone,1 Month
629,Premium,749,24,1,1042,,11,12/10/2022,29-06-23,Australia,39,Male,Tablet,1 Month
630,Basic,749,24,1,1084,,15,6/10/2022,30-06-23,Germany,32,Female,Smart TV,1 Month
631,Premium,748,24,1,1052,,14,21-09-22,28-06-23,France,31,Male,Smartphone,1 Month
632,Basic,748,24,1,1096,,13,23-09-22,1/7/2023,Brazil,39,Male,Smartphone,1 Month
633,Standard,747,23,1,1096,,12,28-09-22,29-06-23,Mexico,41,Female,Smartphone,1 Month
634,Standard,747,24,1,1055,,12,29-09-22,29-06-23,Spain,51,Female,Smart TV,1 Month
635,Basic,747,24,1,1004,,13,3/10/2022,27-06-23,Italy,29,Male,Laptop,1 Month
636,Premium,746,23,2,1004,,10,28-10-22,1/7/2023,Spain,33,Female,Smart TV,1 Month
637,Basic,746,24,2,971,,12,14-11-22,29-06-23,Spain,51,Female,Tablet,1 Month
638,Standard,745,23,2,920,,11,16-11-22,1/7/2023,United States,38,Male,Tablet,1 Month
639,Premium,745,24,2,950,,10,17-11-22,28-06-23,Canada,37,Female,Laptop,1 Month
640,Basic,745,24,2,913,,13,20-11-22,30-06-23,United States,50,Female,Laptop,1 Month
641,Premium,744,23,2,900,,12,21-11-22,29-06-23,United States,33,Male,Tablet,1 Month
642,Basic,744,24,2,900,,11,19-11-22,1/7/2023,Canada,27,Male,Laptop,1 Month
643,Standard,743,23,2,928,,11,28-10-22,27-06-23,United Kingdom,50,Female,Smartphone,1 Month
644,Standard,743,24,2,878,,15,27-10-22,29-06-23,Australia,47,Female,Laptop,1 Month
645,Basic,743,24,2,862,,13,27-10-22,29-06-23,Germany,41,Male,Laptop,1 Month
646,Premium,742,23,2,862,,10,27-10-22,30-06-23,France,49,Female,Laptop,1 Month
647,Basic,742,24,2,813,,15,25-10-22,28-06-23,Brazil,32,Male,Smart TV,1 Month
648,Standard,741,23,2,813,,10,17-10-22,28-06-23,Mexico,38,Female,Smartphone,1 Month
649,Premium,741,24,2,775,,14,20-08-22,29-06-23,Spain,38,Female,Smartphone,1 Month
650,Basic,741,24,2,737,,15,16-08-22,29-06-23,Italy,28,Female,Smart TV,1 Month
651,Premium,740,23,3,741,,13,15-08-22,29-06-23,Spain,31,Male,Tablet,1 Month
652,Basic,740,24,3,772,,14,15-08-22,29-06-23,Spain,39,Female,Smartphone,1 Month
653,Standard,739,23,3,733,,11,29-07-22,29-06-23,United States,28,Female,Smartphone,1 Month
654,Standard,739,24,4,705,,12,17-07-22,28-06-23,Canada,30,Female,Smartphone,1 Month
655,Basic,739,24,3,675,,11,26-07-22,29-06-23,United States,42,Male,Tablet,1 Month
656,Premium,738,23,3,702,,14,31-07-22,29-06-23,United States,33,Female,Laptop,1 Month
657,Basic,738,24,3,669,,14,3/8/2022,29-06-23,Canada,34,Female,Smart TV,1 Month
658,Standard,737,23,3,681,,13,4/8/2022,29-06-23,United Kingdom,49,Female,Smart TV,1 Month
659,Premium,737,24,3,632,,13,3/8/2022,29-06-23,Australia,41,Male,Laptop,1 Month
660,Basic,737,24,3,632,,12,27-06-22,29-06-23,Germany,28,Male,Smart TV,1 Month
661,Premium,736,23,3,680,,14,27-06-22,28-06-23,France,49,Female,Laptop,1 Month
662,Basic,736,24,3,679,,15,15-06-22,29-06-23,Brazil,49,Male,Tablet,1 Month
663,Standard,735,23,3,706,,11,13-06-22,29-06-23,Mexico,36,Male,Tablet,1 Month
664,Standard,735,24,3,706,,11,12/6/2022,30-06-23,Spain,31,Male,Smart TV,1 Month
665,Basic,735,24,3,706,,10,18-06-22,28-06-23,Italy,38,Male,Smartphone,1 Month
666,Premium,734,23,3,706,,15,26-06-22,29-06-23,Spain,34,Female,Tablet,1 Month
667,Basic,734,24,3,715,,11,30-06-22,30-06-23,Spain,51,Female,Smartphone,1 Month
668,Standard,733,23,3,664,,13,3/7/2022,30-06-23,United States,49,Male,Smart TV,1 Month
669,Premium,733,24,3,703,,13,19-06-22,28-06-23,Canada,27,Female,Tablet,1 Month
670,Basic,733,24,3,676,,10,8/6/2022,29-06-23,United States,38,Male,Smart TV,1 Month
671,Basic,732,23,3,709,,10,8/6/2022,30-06-23,United States,51,Male,Tablet,1 Month
672,Basic,731,23,3,741,,14,9/6/2022,30-06-23,Canada,47,Female,Tablet,1 Month
673,Standard,730,22,3,731,,15,9/6/2022,27-06-23,United Kingdom,37,Male,Smartphone,1 Month
674,Premium,730,23,3,731,,13,10/6/2022,28-06-23,Australia,37,Female,Laptop,1 Month
675,Basic,730,23,3,734,,11,11/6/2022,29-06-23,Germany,39,Female,Tablet,1 Month
676,Basic,729,22,3,695,,11,13-06-22,29-06-23,France,31,Male,Smartphone,1 Month
677,Premium,728,22,3,724,,13,17-06-22,28-06-23,Brazil,36,Male,Smart TV,1 Month
678,Standard,728,22,3,724,,15,27-06-22,28-06-23,Mexico,42,Female,Smart TV,1 Month
679,Standard,728,23,3,714,,11,5/7/2022,29-06-23,Spain,49,Male,Laptop,1 Month
680,Basic,728,23,3,714,,15,7/7/2022,29-06-23,Italy,44,Female,Laptop,1 Month
681,Premium,727,22,4,713,,11,16-07-22,28-06-23,Spain,33,Male,Laptop,1 Month
682,Standard,727,23,4,762,,11,23-07-22,27-06-23,Spain,42,Male,Tablet,1 Month
683,Basic,727,23,4,762,,13,3/8/2022,29-06-23,United States,39,Male,Smartphone,1 Month
684,Standard,726,23,4,762,,10,11/8/2022,29-06-23,Canada,49,Male,Smartphone,1 Month
685,Premium,726,23,3,813,,12,15-08-22,30-06-23,United States,31,Male,Smartphone,1 Month
686,Basic,726,23,3,813,,14,18-08-22,28-06-23,United States,37,Male,Tablet,1 Month
687,Premium,725,23,3,813,,13,26-08-22,29-06-23,Canada,30,Female,Tablet,1 Month
688,Standard,725,24,3,783,,10,3/9/2022,28-06-23,United Kingdom,42,Male,Smartphone,1 Month
689,Basic,725,25,3,826,,15,4/9/2022,29-06-23,Australia,37,Female,Smart TV,1 Month
690,Standard,724,24,3,833,,15,5/9/2022,30-06-23,Germany,36,Male,Laptop,1 Month
691,Premium,724,24,3,833,,11,1/9/2022,29-06-23,France,28,Female,Laptop,1 Month
692,Basic,724,25,3,805,,15,31-08-22,30-06-23,Brazil,36,Male,Tablet,1 Month
693,Standard,723,25,3,805,,14,1/9/2022,29-06-23,Mexico,31,Female,Tablet,1 Month
694,Premium,723,25,3,774,,14,17-09-22,1/7/2023,Spain,46,Male,Smart TV,1 Month
695,Basic,723,25,3,805,,13,21-09-22,28-06-23,Italy,28,Male,Laptop,1 Month
696,Premium,722,24,3,839,,15,29-09-22,1/7/2023,Spain,31,Male,Tablet,1 Month
697,Basic,722,25,3,867,,12,6/10/2022,29-06-23,Spain,43,Male,Smart TV,1 Month
698,Standard,721,24,3,867,,10,12/10/2022,2/7/2023,United States,28,Male,Laptop,1 Month
699,Standard,721,24,3,867,,13,7/10/2022,30-06-23,Canada,32,Female,Smartphone,1 Month
700,Basic,721,25,2,835,,12,4/10/2022,30-06-23,United States,31,Female,Laptop,1 Month
701,Premium,720,24,2,804,,11,24-09-22,28-06-23,United States,45,Male,Smart TV,1 Month
702,Basic,720,24,2,804,,14,25-09-22,1/7/2023,Canada,36,Male,Smartphone,1 Month
703,Standard,719,24,1,849,,14,27-09-22,30-06-23,United Kingdom,35,Male,Laptop,1 Month
704,Premium,719,24,1,877,,13,30-09-22,1/7/2023,Australia,27,Female,Tablet,1 Month
705,Basic,719,24,1,893,,13,4/10/2022,28-06-23,Germany,32,Male,Laptop,1 Month
706,Premium,718,24,1,893,,12,24-10-22,1/7/2023,France,46,Female,Smartphone,1 Month
707,Basic,718,24,1,847,,12,28-10-22,30-06-23,Brazil,36,Male,Smart TV,1 Month
708,Standard,717,23,1,891,,13,2/11/2022,1/7/2023,Mexico,39,Male,Laptop,1 Month
709,Standard,717,24,1,891,,12,7/11/2022,28-06-23,Spain,48,Female,Smart TV,1 Month
710,Basic,717,24,1,843,,10,10/11/2022,30-06-23,Italy,48,Female,Smart TV,1 Month
711,Premium,716,23,1,795,,14,15-11-22,29-06-23,Spain,27,Female,Laptop,1 Month
712,Basic,716,24,1,808,,13,8/11/2022,1/7/2023,Spain,45,Male,Tablet,1 Month
713,Standard,715,23,1,856,,10,1/11/2022,27-06-23,United States,30,Male,Laptop,1 Month
714,Premium,715,24,1,856,,15,30-10-22,29-06-23,Canada,29,Male,Tablet,1 Month
715,Basic,715,24,1,856,,12,28-10-22,29-06-23,United States,43,Female,Laptop,1 Month
716,Premium,714,23,1,813,,10,26-10-22,30-06-23,United States,43,Male,Laptop,1 Month
717,Basic,714,24,1,848,,15,18-10-22,29-06-23,Canada,39,Female,Tablet,1 Month
718,Standard,713,23,1,809,,14,30-09-22,30-06-23,United Kingdom,27,Male,Tablet,1 Month
719,Standard,713,24,1,809,,10,3/9/2022,29-06-23,Australia,33,Female,Tablet,1 Month
720,Basic,713,24,1,814,,10,23-08-22,29-06-23,Germany,32,Female,Tablet,1 Month
721,Premium,712,23,1,818,,10,16-08-22,29-06-23,France,37,Female,Tablet,1 Month
722,Basic,712,24,1,823,,13,11/8/2022,30-06-23,Brazil,45,Male,Smartphone,1 Month
723,Standard,711,23,1,823,,10,1/8/2022,30-06-23,Mexico,40,Female,Smartphone,1 Month
724,Premium,711,24,1,783,,14,1/8/2022,29-06-23,Spain,44,Male,Laptop,1 Month
725,Basic,711,24,1,810,,12,1/8/2022,29-06-23,Italy,29,Female,Tablet,1 Month
726,Premium,710,23,2,781,,14,2/8/2022,30-06-23,Spain,50,Male,Laptop,1 Month
727,Basic,710,24,2,781,,11,4/8/2022,29-06-23,Spain,32,Female,Laptop,1 Month
728,Standard,709,23,2,749,,14,4/8/2022,29-06-23,United States,39,Male,Laptop,1 Month
729,Standard,709,24,3,749,,15,7/7/2022,30-06-23,Canada,43,Female,Smartphone,1 Month
730,Basic,709,24,2,706,,12,27-06-22,30-06-23,United States,49,Female,Smartphone,1 Month
731,Premium,708,23,2,693,,13,19-06-22,29-06-23,United States,30,Male,Tablet,1 Month
732,Basic,708,24,2,736,,12,19-06-22,29-06-23,Canada,47,Male,Tablet,1 Month
733,Standard,707,23,2,766,,10,18-06-22,29-06-23,United Kingdom,51,Female,Laptop,1 Month
734,Premium,707,24,2,759,,14,19-06-22,30-06-23,Australia,40,Male,Tablet,1 Month
735,Basic,707,24,2,796,,14,24-06-22,28-06-23,Germany,40,Male,Laptop,1 Month
736,Premium,706,23,2,796,,11,30-06-22,30-06-23,France,49,Male,Smartphone,1 Month
737,Basic,706,24,2,831,,15,2/7/2022,30-06-23,Brazil,43,Female,Tablet,1 Month
738,Standard,705,23,2,788,,14,26-06-22,1/7/2023,Mexico,44,Female,Smartphone,1 Month
739,Standard,705,24,2,793,,13,21-06-22,28-06-23,Spain,27,Male,Smartphone,1 Month
740,Basic,705,24,2,838,,14,16-06-22,29-06-23,Italy,30,Male,Tablet,1 Month
741,Premium,704,23,3,871,,14,9/6/2022,30-06-23,Spain,47,Male,Smart TV,1 Month
742,Basic,704,24,3,908,,13,10/6/2022,30-06-23,Spain,51,Male,Smartphone,1 Month
743,Standard,703,23,3,908,,15,10/6/2022,28-06-23,United States,31,Female,Laptop,1 Month
744,Premium,703,24,3,877,,13,11/6/2022,29-06-23,Canada,34,Female,Tablet,1 Month
745,Basic,703,24,3,885,,11,12/6/2022,30-06-23,United States,28,Female,Laptop,1 Month
746,Basic,702,23,3,889,,15,15-06-22,30-06-23,United States,32,Male,Smartphone,1 Month
747,Basic,701,23,3,889,,11,25-06-22,29-06-23,Canada,41,Male,Smart TV,1 Month
748,Standard,700,22,3,889,,13,30-06-22,28-06-23,United Kingdom,40,Male,Smart TV,1 Month
749,Premium,700,23,3,889,,12,6/7/2022,30-06-23,Australia,46,Male,Smart TV,1 Month
750,Basic,700,23,3,889,,13,9/7/2022,29-06-23,Germany,47,Male,Smart TV,1 Month
751,Basic,699,22,3,889,,14,18-07-22,29-06-23,France,45,Female,Laptop,1 Month
752,Premium,698,22,3,844,,10,24-07-22,28-06-23,Brazil,28,Female,Smartphone,1 Month
753,Standard,698,22,3,816,,12,27-07-22,30-06-23,Mexico,43,Female,Smartphone,1 Month
754,Standard,698,23,3,806,,11,10/8/2022,29-06-23,Spain,41,Male,Laptop,1 Month
755,Basic,698,23,3,806,,13,16-08-22,30-06-23,Italy,32,Male,Tablet,1 Month
756,Premium,697,22,4,853,,14,23-08-22,29-06-23,Spain,44,Female,Smartphone,1 Month
757,Standard,697,23,4,848,,11,3/9/2022,30-06-23,Spain,32,Male,Laptop,1 Month
758,Basic,697,23,4,878,,12,4/9/2022,29-06-23,United States,47,Male,Laptop,1 Month
759,Standard,696,23,4,878,,14,5/9/2022,29-06-23,Canada,37,Male,Smart TV,1 Month
760,Premium,696,23,4,878,,13,4/9/2022,1/7/2023,United States,40,Female,Smartphone,1 Month
761,Basic,696,23,4,838,,11,31-08-22,29-06-23,United States,48,Female,Smart TV,1 Month
762,Premium,695,23,4,790,,10,1/9/2022,2/7/2023,Canada,48,Male,Laptop,1 Month
763,Standard,695,24,4,790,,10,15-09-22,29-06-23,United Kingdom,35,Male,Laptop,1 Month
764,Basic,695,25,4,790,,15,18-09-22,3/7/2023,Australia,28,Male,Smart TV,1 Month
765,Standard,694,24,4,790,,11,28-09-22,29-06-23,Germany,35,Female,Smart TV,1 Month
766,Premium,694,24,4,755,,13,30-09-22,1/7/2023,France,43,Male,Smartphone,1 Month
767,Basic,694,25,4,755,,15,7/10/2022,29-06-23,Brazil,39,Male,Laptop,1 Month
768,Standard,693,25,4,802,,10,8/10/2022,2/7/2023,Mexico,38,Female,Laptop,1 Month
769,Premium,693,25,4,795,,14,8/10/2022,30-06-23,Spain,36,Female,Smart TV,1 Month
770,Basic,693,25,4,759,,11,3/10/2022,1/7/2023,Italy,42,Female,Laptop,1 Month
771,Premium,692,24,4,717,,14,4/10/2022,28-06-23,Spain,27,Male,Tablet,1 Month
772,Basic,692,25,4,760,,12,2/10/2022,1/7/2023,Spain,48,Male,Laptop,1 Month
773,Standard,691,24,4,795,,13,1/10/2022,30-06-23,United States,27,Female,Smart TV,1 Month
774,Standard,691,24,4,768,,15,3/10/2022,2/7/2023,Canada,49,Male,Smartphone,1 Month
775,Basic,691,25,3,768,,11,20-10-22,28-06-23,United States,29,Male,Tablet,1 Month
776,Premium,690,24,3,815,,11,21-10-22,1/7/2023,United States,44,Male,Laptop,1 Month
777,Basic,690,24,3,845,,11,28-10-22,30-06-23,Canada,31,Male,Smartphone,1 Month
778,Standard,689,24,2,845,,13,3/11/2022,1/7/2023,United Kingdom,33,Male,Tablet,1 Month
779,Premium,689,24,2,845,,10,7/11/2022,28-06-23,Australia,36,Female,Smart TV,1 Month
780,Basic,689,24,2,842,,15,12/11/2022,30-06-23,Germany,43,Female,Laptop,1 Month
781,Premium,688,24,2,799,,14,13-11-22,29-06-23,France,30,Female,Smartphone,1 Month
782,Basic,688,24,2,799,,13,2/11/2022,1/7/2023,Brazil,44,Female,Laptop,1 Month
783,Standard,687,23,2,755,,13,1/11/2022,29-06-23,Mexico,37,Female,Laptop,1 Month
784,Standard,687,24,2,758,,14,31-10-22,30-06-23,Spain,27,Male,Laptop,1 Month
785,Basic,687,24,2,758,,12,28-10-22,29-06-23,Italy,35,Female,Laptop,1 Month
786,Premium,686,23,2,757,,13,24-10-22,30-06-23,Spain,32,Male,Smart TV,1 Month
787,Basic,686,24,2,757,,12,3/10/2022,29-06-23,Spain,49,Female,Laptop,1 Month
788,Standard,685,23,2,708,,12,13-09-22,30-06-23,United States,45,Female,Tablet,1 Month
789,Premium,685,24,2,709,,11,2/9/2022,30-06-23,Canada,33,Female,Smartphone,1 Month
790,Basic,685,24,1,676,,14,30-08-22,30-06-23,United States,37,Female,Smartphone,1 Month
791,Premium,684,23,1,674,,15,25-08-22,30-06-23,United States,29,Male,Smartphone,1 Month
792,Basic,684,24,1,674,,12,11/8/2022,30-06-23,Canada,45,Male,Smart TV,1 Month
793,Standard,683,23,1,674,,11,5/8/2022,30-06-23,United Kingdom,42,Female,Smartphone,1 Month
794,Standard,683,24,1,669,,12,2/8/2022,30-06-23,Australia,32,Female,Smart TV,1 Month
795,Basic,683,24,1,676,,11,3/8/2022,1/7/2023,Germany,47,Male,Smartphone,1 Month
796,Premium,682,23,1,723,,12,4/8/2022,1/7/2023,France,27,Male,Smart TV,1 Month
797,Basic,682,24,1,723,,10,5/8/2022,30-06-23,Brazil,35,Male,Tablet,1 Month
798,Standard,681,23,1,723,,15,12/7/2022,30-06-23,Mexico,35,Male,Laptop,1 Month
799,Premium,681,24,1,759,,10,2/7/2022,30-06-23,Spain,48,Male,Tablet,1 Month
800,Basic,681,24,1,759,,12,26-06-22,30-06-23,Italy,36,Male,Smartphone,1 Month
801,Premium,680,23,1,789,,10,22-06-22,29-06-23,Spain,46,Male,Smartphone,1 Month
802,Basic,680,24,1,840,,13,22-06-22,30-06-23,Spain,33,Female,Smartphone,1 Month
803,Standard,679,23,1,807,,14,19-06-22,1/7/2023,United States,43,Male,Smart TV,1 Month
804,Standard,679,24,1,854,,14,22-06-22,2/7/2023,Canada,47,Female,Smartphone,1 Month
805,Basic,679,24,0,807,,15,27-06-22,28-06-23,United States,39,Female,Laptop,1 Month
806,Premium,678,23,0,768,,15,1/7/2022,30-06-23,United States,30,Female,Laptop,1 Month
807,Basic,678,24,0,738,,11,28-06-22,30-06-23,Canada,46,Male,Tablet,1 Month
808,Standard,677,23,0,770,,13,25-06-22,1/7/2023,United Kingdom,39,Male,Smart TV,1 Month
809,Premium,677,24,0,770,,10,22-06-22,28-06-23,Australia,28,Male,Smartphone,1 Month
810,Basic,677,24,0,810,,13,9/6/2022,29-06-23,Germany,38,Male,Smartphone,1 Month
811,Premium,676,23,0,861,,13,10/6/2022,30-06-23,France,36,Male,Laptop,1 Month
812,Basic,676,24,0,861,,15,11/6/2022,1/7/2023,Brazil,33,Male,Laptop,1 Month
813,Standard,675,23,0,911,,10,11/6/2022,28-06-23,Mexico,50,Male,Smartphone,1 Month
814,Standard,675,24,0,911,,10,12/6/2022,29-06-23,Spain,38,Male,Smartphone,1 Month
815,Basic,675,24,0,911,,15,13-06-22,30-06-23,Italy,29,Male,Smartphone,1 Month
816,Premium,674,23,0,911,,15,18-06-22,30-06-23,Spain,47,Female,Smart TV,1 Month
817,Basic,674,24,0,864,,15,29-06-22,30-06-23,Spain,31,Female,Tablet,1 Month
818,Standard,673,23,0,874,,13,30-06-22,28-06-23,United States,40,Male,Tablet,1 Month
819,Premium,673,24,0,923,,14,1/7/2022,1/7/2023,Canada,50,Male,Laptop,1 Month
820,Basic,673,24,0,957,,11,7/7/2022,30-06-23,United States,43,Female,Tablet,1 Month
821,Basic,672,23,0,944,,12,13-07-22,29-06-23,United States,35,Female,Laptop,1 Month
822,Basic,671,23,0,909,,11,24-07-22,29-06-23,Canada,36,Male,Laptop,1 Month
823,Standard,670,22,0,909,,15,29-07-22,30-06-23,United Kingdom,30,Male,Smartphone,1 Month
824,Premium,670,23,0,951,,13,31-07-22,30-06-23,Australia,47,Female,Smartphone,1 Month
825,Basic,670,23,0,946,,12,9/8/2022,30-06-23,Germany,30,Female,Laptop,1 Month
826,Basic,669,22,0,916,,11,18-08-22,1/7/2023,France,37,Male,Smart TV,1 Month
827,Premium,668,22,0,916,,15,20-08-22,30-06-23,Brazil,34,Male,Smartphone,1 Month
828,Standard,668,22,0,916,,15,30-08-22,30-06-23,Mexico,33,Female,Smart TV,1 Month
829,Standard,668,23,0,883,,10,1/9/2022,29-06-23,Spain,31,Male,Tablet,1 Month
830,Basic,668,23,0,883,,13,2/9/2022,3/7/2023,Italy,30,Female,Smartphone,1 Month
831,Premium,667,22,0,895,,10,2/9/2022,29-06-23,Spain,35,Male,Smartphone,1 Month
832,Standard,667,23,0,895,,14,15-09-22,2/7/2023,Spain,40,Female,Tablet,1 Month
833,Basic,667,23,0,886,,13,17-09-22,29-06-23,United States,29,Male,Smartphone,1 Month
834,Standard,666,23,0,932,,14,26-09-22,3/7/2023,Canada,34,Female,Smart TV,1 Month
835,Premium,666,23,0,926,,12,27-09-22,29-06-23,United States,31,Male,Laptop,1 Month
836,Basic,666,23,0,926,,15,4/10/2022,1/7/2023,United States,28,Male,Laptop,1 Month
837,Premium,665,23,0,926,,12,6/10/2022,29-06-23,Canada,46,Female,Smart TV,1 Month
838,Standard,665,24,0,925,,11,7/10/2022,2/7/2023,United Kingdom,38,Male,Smartphone,1 Month
839,Basic,665,25,0,963,,13,6/10/2022,30-06-23,Australia,35,Female,Laptop,1 Month
840,Standard,664,24,0,970,,15,7/10/2022,3/7/2023,Germany,49,Male,Smartphone,1 Month
841,Premium,664,24,0,1015,,13,6/10/2022,29-06-23,France,42,Male,Smartphone,1 Month
842,Basic,664,25,0,1015,,14,6/10/2022,2/7/2023,Brazil,37,Female,Laptop,1 Month
843,Standard,663,25,0,1028,,13,4/10/2022,1/7/2023,Mexico,39,Female,Smartphone,1 Month
844,Premium,663,25,0,989,,10,14-10-22,2/7/2023,Spain,47,Female,Smart TV,1 Month
845,Basic,663,25,0,984,,12,19-10-22,29-06-23,Italy,49,Male,Smartphone,1 Month
846,Premium,662,24,0,984,,12,21-10-22,1/7/2023,Spain,35,Male,Laptop,1 Month
847,Basic,662,25,0,984,,11,28-10-22,30-06-23,Spain,36,Female,Smart TV,1 Month
848,Standard,661,24,0,995,,11,1/11/2022,2/7/2023,United States,40,Male,Tablet,1 Month
849,Standard,661,24,0,1027,,10,12/11/2022,29-06-23,Canada,30,Female,Smart TV,1 Month
850,Basic,661,25,0,1028,,13,13-11-22,30-06-23,United States,51,Female,Smart TV,1 Month
851,Premium,660,24,0,977,,15,9/11/2022,30-06-23,United States,47,Male,Laptop,1 Month
852,Basic,660,24,0,1009,,12,8/11/2022,1/7/2023,Canada,47,Female,Laptop,1 Month
853,Standard,659,24,0,962,,14,6/11/2022,30-06-23,United Kingdom,39,Male,Tablet,1 Month
854,Premium,659,24,0,962,,10,7/11/2022,30-06-23,Australia,49,Male,Smart TV,1 Month
855,Basic,659,24,0,962,,12,2/11/2022,1/7/2023,Germany,33,Male,Laptop,1 Month
856,Premium,658,24,0,962,,10,6/10/2022,30-06-23,France,32,Female,Smart TV,1 Month
857,Basic,658,24,0,968,,15,16-09-22,30-06-23,Brazil,40,Male,Smartphone,1 Month
858,Standard,657,23,0,968,,14,10/9/2022,30-06-23,Mexico,40,Female,Laptop,1 Month
859,Standard,657,24,0,928,,12,4/9/2022,30-06-23,Spain,51,Female,Tablet,1 Month
860,Basic,657,24,0,923,,13,26-08-22,1/7/2023,Italy,50,Male,Smart TV,1 Month
861,Premium,656,23,0,923,,14,14-08-22,1/7/2023,Spain,50,Female,Smart TV,1 Month
862,Basic,656,24,0,913,,14,12/8/2022,1/7/2023,Spain,47,Male,Smartphone,1 Month
863,Standard,655,23,0,913,,12,10/8/2022,30-06-23,United States,35,Male,Laptop,1 Month
864,Premium,655,24,0,913,,11,10/8/2022,1/7/2023,Canada,31,Male,Tablet,1 Month
865,Basic,655,24,0,913,,15,4/8/2022,1/7/2023,United States,36,Male,Smartphone,1 Month
866,Premium,654,23,0,957,,10,5/8/2022,1/7/2023,United States,41,Female,Smart TV,1 Month
867,Basic,654,24,0,916,,13,17-07-22,30-06-23,Canada,49,Female,Tablet,1 Month
868,Standard,653,23,0,917,,12,16-07-22,1/7/2023,United Kingdom,34,Female,Tablet,1 Month
869,Standard,653,24,0,916,,15,13-07-22,1/7/2023,Australia,30,Female,Tablet,1 Month
870,Basic,653,24,0,920,,13,3/7/2022,2/7/2023,Germany,38,Male,Laptop,1 Month
